0,1.03554,1.031543
1,0.959242,0.95559
2,0.88865,0.885256
3,0.823247,0.820219
4,0.76268,0.759888
5,0.706592,0.704112
6,0.654683,0.652499
7,0.606579,0.604664
8,0.562181,0.560491
9,0.521037,0.51965
10,0.482948,0.481812
11,0.44773,0.44678
12,0.415148,0.414352
13,0.384955,0.384443
14,0.357089,0.356949
15,0.331269,0.331268
16,0.307359,0.307562
17,0.285258,0.285575
18,0.264758,0.265287
19,0.245818,0.246622
20,0.228329,0.229219
21,0.21214,0.213119
22,0.197126,0.198322
23,0.183241,0.184698
24,0.170396,0.172112
25,0.158523,0.160357
26,0.147497,0.149602
27,0.137358,0.139535
28,0.127969,0.130473
29,0.119311,0.122118
30,0.111246,0.114409
31,0.103961,0.107388
32,0.09722,0.100873
33,0.090882,0.094891
34,0.08501,0.08938
35,0.079629,0.084315
36,0.074636,0.079675
37,0.070091,0.075537
38,0.065821,0.071654
39,0.061933,0.06819
40,0.058401,0.065031
41,0.0551,0.062063
42,0.052068,0.059412
43,0.04929,0.05712
44,0.046765,0.05501
45,0.044436,0.053093
46,0.042375,0.051452
47,0.040417,0.049908
48,0.038573,0.048456
49,0.036978,0.047278
50,0.035475,0.046142
51,0.034096,0.045112
52,0.032866,0.044177
53,0.031731,0.043236
54,0.030657,0.042357
55,0.029716,0.041682
56,0.028884,0.041121
57,0.028142,0.040606
58,0.027343,0.04014
59,0.026741,0.039686
60,0.026105,0.039301
61,0.025558,0.038936
62,0.024975,0.038613
63,0.024401,0.038242
64,0.023909,0.037944
65,0.02348,0.037725
66,0.023074,0.037489
67,0.022715,0.037337
68,0.022413,0.037156
69,0.02212,0.037023
70,0.021828,0.036938
71,0.021612,0.036834
72,0.021394,0.036668
73,0.021121,0.036449
74,0.020874,0.036338
75,0.020699,0.036233
76,0.020457,0.036026
77,0.020291,0.035912
78,0.020148,0.035844
79,0.020021,0.035782
80,0.019904,0.03574
81,0.019805,0.035662
82,0.019692,0.035595
83,0.019563,0.035542
84,0.019447,0.035455
85,0.019351,0.035406
86,0.019236,0.035378
87,0.019165,0.035358
88,0.019096,0.035334
89,0.019035,0.035268
90,0.018988,0.035282
91,0.018755,0.035129
92,0.018702,0.03508
93,0.018605,0.035006
94,0.018534,0.034983
95,0.018488,0.034986
96,0.018446,0.034952
97,0.018416,0.034947
98,0.018221,0.034808
99,0.018169,0.034781
100,0.018077,0.034784
101,0.018013,0.034764
102,0.017983,0.034755
103,0.017904,0.034713
104,0.017886,0.034713
105,0.01783,0.034714
106,0.017813,0.034708
107,0.017685,0.034624
108,0.017612,0.03459
109,0.017597,0.034582
110,0.017548,0.034616
111,0.017514,0.034605
112,0.017495,0.034594
113,0.017424,0.034569
114,0.017332,0.034519
115,0.01716,0.034402
116,0.017111,0.034389
117,0.017088,0.034384
118,0.017057,0.034359
119,0.017028,0.034357
120,0.016946,0.034311
121,0.016792,0.034201
122,0.016723,0.034148
123,0.016611,0.034057
124,0.016589,0.034077
125,0.016538,0.03404
126,0.01645,0.034035
127,0.016422,0.034001
128,0.016355,0.033951
129,0.016346,0.033947
130,0.016268,0.033921
131,0.016211,0.03389
132,0.01617,0.03387
133,0.01609,0.033838
134,0.016046,0.03383
135,0.016034,0.033827
136,0.016003,0.033794
137,0.015972,0.033777
138,0.015946,0.033757
139,0.015903,0.033774
140,0.015893,0.033769
141,0.015781,0.033733
142,0.015753,0.033707
143,0.015706,0.033669
144,0.015681,0.033665
145,0.01565,0.033654
146,0.015618,0.033641
147,0.015591,0.033633
148,0.015514,0.033591
149,0.015491,0.033571
150,0.015477,0.033568
151,0.015434,0.033556
152,0.015336,0.033484
153,0.015328,0.033481
154,0.015275,0.033455
155,0.015243,0.033472
156,0.015236,0.033468
157,0.015176,0.033419
158,0.015155,0.033404
159,0.01514,0.033398
160,0.015133,0.033391
161,0.015055,0.033352
162,0.015031,0.033343
163,0.015026,0.033345
164,0.014954,0.03333
165,0.014946,0.033327
166,0.014883,0.033306
167,0.014825,0.033279
168,0.014808,0.033273
169,0.014729,0.033235
170,0.014725,0.033232
171,0.014696,0.033226
172,0.014664,0.033238
173,0.014602,0.033205
174,0.014537,0.033147
175,0.01449,0.033121
176,0.014447,0.033114
177,0.014429,0.033107
178,0.014405,0.033104
179,0.014383,0.033079
180,0.01425,0.033058
181,0.014204,0.033058
182,0.014182,0.03306
183,0.014102,0.033052
184,0.014041,0.033008
185,0.014029,0.033
186,0.013951,0.03294
187,0.013908,0.03294
188,0.013769,0.032866
189,0.013714,0.032822
190,0.0136,0.032756
191,0.013517,0.032708
192,0.013433,0.032668
193,0.013361,0.03263
194,0.013345,0.032626
195,0.013307,0.03261
196,0.01328,0.032601
197,0.01322,0.032568
198,0.013201,0.032567
199,0.013168,0.032551
200,0.013083,0.032516
201,0.013058,0.032517
202,0.012996,0.032484
203,0.012965,0.0325
204,0.012951,0.032492
205,0.012898,0.032471
206,0.012857,0.032455
207,0.012825,0.032442
208,0.0128,0.032433
209,0.012759,0.032417
210,0.012754,0.032413
211,0.012714,0.032423
212,0.012631,0.032388
213,0.012594,0.032373
214,0.012585,0.03237
215,0.012549,0.032355
216,0.012497,0.032324
217,0.012433,0.032292
218,0.012382,0.032264
219,0.012367,0.032254
220,0.012284,0.03223
221,0.012267,0.032219
222,0.012199,0.032185
223,0.012172,0.032172
224,0.012086,0.032139
225,0.012004,0.032126
226,0.011935,0.032091
227,0.011847,0.032063
228,0.011757,0.03204
229,0.011727,0.032035
230,0.011726,0.032035
231,0.011682,0.032021
232,0.011642,0.031999
233,0.011595,0.031974
234,0.011532,0.03194
235,0.011517,0.031928
236,0.011515,0.031925
237,0.011508,0.031923
238,0.01144,0.031914
239,0.011419,0.031914
240,0.011406,0.031896
241,0.01136,0.031885
242,0.011305,0.031863
243,0.011287,0.03186
244,0.011244,0.031834
245,0.011175,0.031817
246,0.011143,0.031816
247,0.01111,0.03181
248,0.01109,0.031797
249,0.011081,0.031785
250,0.011061,0.031777
251,0.011037,0.031768
252,0.010996,0.031744
253,0.010986,0.031737
254,0.010954,0.03174
255,0.010921,0.03173
256,0.010916,0.031724
257,0.01091,0.031721
258,0.010884,0.031715
259,0.010857,0.03171
260,0.010837,0.031701
261,0.010835,0.031699
262,0.010821,0.031691
263,0.010783,0.031692
264,0.010739,0.031681
265,0.010712,0.031658
266,0.010675,0.031651
267,0.010637,0.031639
268,0.010634,0.031639
269,0.010633,0.03164
270,0.0106,0.031625
271,0.010598,0.031625
272,0.010582,0.031622
273,0.010573,0.031614
274,0.010568,0.031618
275,0.01052,0.03159
276,0.01049,0.031588
277,0.010473,0.031581
278,0.010449,0.031584
279,0.010412,0.031585
280,0.010405,0.031588
281,0.010372,0.031584
282,0.010325,0.031562
283,0.010286,0.031551
284,0.010223,0.031541
285,0.0102,0.031523
286,0.010152,0.031508
287,0.010084,0.031492
288,0.010044,0.031478
289,0.009993,0.031465
290,0.009957,0.031453
291,0.009925,0.031441
292,0.009877,0.031424
293,0.009847,0.031415
294,0.009806,0.031399
295,0.009792,0.031384
296,0.009754,0.031374
297,0.009712,0.031364
298,0.009693,0.031353
299,0.009665,0.031346
300,0.009663,0.031346
301,0.009654,0.031346
302,0.009653,0.031346
303,0.009638,0.031338
304,0.009637,0.031337
305,0.009617,0.031337
306,0.00961,0.031337
307,0.009606,0.031336
308,0.009565,0.031315
309,0.009516,0.031297
310,0.009462,0.031294
311,0.009461,0.031294
312,0.009425,0.03129
313,0.009424,0.031289
314,0.009422,0.03129
315,0.0094,0.031284
316,0.009372,0.031275
317,0.009365,0.031272
318,0.009353,0.031279
319,0.009325,0.031273
320,0.009322,0.031274
321,0.009283,0.031258
322,0.00925,0.031251
323,0.009236,0.031244
324,0.009222,0.031232
325,0.009214,0.03123
326,0.009198,0.031227
327,0.009198,0.031228
328,0.009197,0.031226
329,0.009151,0.031215
330,0.00914,0.031212
331,0.009126,0.031198
332,0.009118,0.031197
333,0.009109,0.031194
334,0.009072,0.031176
335,0.009033,0.031168
336,0.009011,0.031163
337,0.008971,0.031162
338,0.008956,0.031151
339,0.008954,0.031151
340,0.00894,0.031132
341,0.008916,0.031129
342,0.008907,0.031127
343,0.008906,0.031128
344,0.008889,0.031134
345,0.008881,0.031133
346,0.00888,0.031133
347,0.00887,0.031127
348,0.00886,0.031122
349,0.008859,0.031121
350,0.008835,0.031139
351,0.008801,0.031132
352,0.008754,0.031123
353,0.008751,0.031122
354,0.008745,0.03112
355,0.008691,0.031104
356,0.008674,0.031111
